CASE_NUMBER,DATE,BLOCK,COMMUNITY_AREA,AGE,SEX,RACE,INCIDENT_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
JF436220,10/16/2022 01:20:00 AM,1800 N CLARK ST,LINCOLN PARK,30-39,M,BLK,FIRST DEGREE MURDER,10,1,1,TAVERN,41.91581967,-87.63414855,POINT (-87.634148547471 41.915819668947)
JF436208,10/16/2022 01:19:00 AM,8100 S LOOMIS BLVD,AUBURN GRESHAM,0-19,M,BLK,AGGRAVATED - HANDGUN,10,1,1,SIDEWALK,41.74678835,-87.65906535,POINT (-87.65906534612 41.746788345858)
JF436142,10/15/2022 11:30:00 PM,6200 S ALBANY AVE,CHICAGO LAWN,30-39,M,BLK,AGGRAVATED - HANDGUN,10,7,23,STREET,41.78027835,-87.70014465,POINT (-87.70014465388 41.780278345858)
JF436125,10/15/2022 11:06:00 PM,8700 S BURLEY AVE,SOUTH CHICAGO,20-29,F,BLK,FIRST DEGREE MURDER,10,7,23,CHA APARTMENT,41.7352805,-87.54595,POINT (-87.54595 41.7352805)
JF436125,10/15/2022 11:06:00 PM,8700 S BURLEY AVE,SOUTH CHICAGO,20-29,M,BLK,FIRST DEGREE MURDER,10,7,23,CHA APARTMENT,41.7352805,-87.54595,POINT (-87.54595 41.7352805)
JF436085,10/15/2022 10:10:00 PM,4900 W LEXINGTON ST,AUSTIN,50-59,M,BLK,AGGRAVATED - HANDGUN,10,7,22,RESIDENCE,41.8704005,-87.74876,POINT (-87.74876 41.8704005)
JF435852,10/15/2022 05:32:00 PM,7800 S LAFLIN ST,AUBURN GRESHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,10,7,17,SIDEWALK,41.75150835,-87.66126465,POINT (-87.66126465388 41.751508345858)
JF435843,10/15/2022 05:15:00 PM,1900 S HOMAN AVE,NORTH LAWNDALE,30-39,M,BLK,FIRST DEGREE MURDER,10,7,17,APARTMENT,41.85416165,-87.70962465,POINT (-87.70962465388 41.854161654142)
JF435729,10/15/2022 04:07:00 PM,6300 S PAULINA ST,WEST ENGLEWOOD,30-39,M,BLK,AGGRAVATED - HANDGUN,10,7,16,RESIDENCE,41.7787431,-87.66706906,POINT (-87.667069058699 41.778743095858)
JF435725,10/15/2022 03:53:00 PM,10000 S SANGAMON ST,WASHINGTON HEIGHTS,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,15,STREET,41.7115405,-87.64676,POINT (-87.64676 41.7115405)
JF435352,10/15/2022 10:47:00 AM,8400 S VINCENNES AVE,AUBURN GRESHAM,30-39,F,BLK,FIRST DEGREE MURDER,10,7,10,STREET,41.74080835,-87.63867465,POINT (-87.63867465388 41.740808345858)
JF435327,10/15/2022 10:23:00 AM,800 E 79TH ST,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,10,GAS STATION,41.75122165,-87.60420535,POINT (-87.60420534612 41.751221654142)
JF435327,10/15/2022 10:23:00 AM,800 E 79TH ST,GREATER GRAND CROSSING,40-49,M,BLK,AGGRAVATED - HANDGUN,10,7,10,GAS STATION,41.75122165,-87.60420535,POINT (-87.60420534612 41.751221654142)
JF435234,10/15/2022 08:10:00 AM,1600 W HARRISON ST,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,8,STREET,41.8737969,-87.66741094,POINT (-87.667410941301 41.873796904142)
JF435146,10/15/2022 06:10:00 AM,8700 S DAN RYAN EXPY OB,CHATHAM,60-69,M,BLK,FIRST DEGREE MURDER,10,7,6,"CTA ""L"" TRAIN",41.7356069,-87.62539906,POINT (-87.625399058699 41.735606904142)
JF435116,10/15/2022 04:50:00 AM,5000 S HERMITAGE AVE,NEW CITY,40-49,M,WWH,AGGRAVATED - HANDGUN,10,7,4,STREET,41.8017769,-87.66886906,POINT (-87.668869058699 41.801776904142)
JF434984,10/15/2022 12:04:00 AM,700 W 50TH ST,NEW CITY,0-19,M,BLK,FIRST DEGREE MURDER,10,7,0,STREET,41.8030469,-87.64370094,POINT (-87.643700941301 41.803046904142)
JF434932,10/14/2022 10:50:00 PM,4900 N CENTRAL AVE,JEFFERSON PARK,30-39,M,WWH,AGGRAVATED - HANDGUN,10,6,22,STREET,41.97020835,-87.76696465,POINT (-87.76696465388 41.970208345858)
JF434932,10/14/2022 10:50:00 PM,4900 N CENTRAL AVE,JEFFERSON PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,10,6,22,STREET,41.97020835,-87.76696465,POINT (-87.76696465388 41.970208345858)
JF434918,10/14/2022 10:46:00 PM,4400 W LAKE ST,WEST GARFIELD PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,10,6,22,STREET,41.88611835,-87.73633535,POINT (-87.73633534612 41.886118345858)
JF434887,10/14/2022 09:59:00 PM,7000 N SACRAMENTO AVE,WEST RIDGE,0-19,M,BLK,FIRST DEGREE MURDER,10,6,21,PARK PROPERTY,42.00826165,-87.70510535,POINT (-87.70510534612 42.008261654142)
JF434869,10/14/2022 09:27:00 PM,10200 S LA SALLE ST,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,10,6,21,RESIDENCE,41.7083531,-87.62725906,POINT (-87.627259058699 41.708353095858)
JF434869,10/14/2022 09:27:00 PM,10200 S LA SALLE ST,ROSELAND,20-29,F,BLK,AGGRAVATED - HANDGUN,10,6,21,RESIDENCE,41.7083531,-87.62725906,POINT (-87.627259058699 41.708353095858)
JF434630,10/14/2022 04:25:00 PM,1200 N LARAMIE AVE,AUSTIN,20-29,M,WWH,AGGRAVATED - HANDGUN,10,6,16,STREET,41.90291967,-87.75548855,POINT (-87.755488547471 41.902919668947)
JF433778,10/14/2022 01:09:00 AM,4200 W 13TH ST,NORTH LAWNDALE,30-39,F,BLK,AGGRAVATED - HANDGUN,10,6,1,STREET,41.86456835,-87.73097535,POINT (-87.73097534612 41.864568345858)
JF433780,10/14/2022 12:13:00 AM,10800 S DR MARTIN LUTHER KING JR DR,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,10,6,0,SIDEWALK,41.69848967,-87.61322855,POINT (-87.613228547471 41.698489668947)
JF433646,10/13/2022 09:13:00 PM,1200 S SAWYER AVE,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,10,5,21,STREET,41.8644069,-87.70696906,POINT (-87.706969058699 41.864406904142)
JF433506,10/13/2022 06:34:00 PM,8600 S STATE ST,CHATHAM,20-29,M,BLK,FIRST DEGREE MURDER,10,5,18,STREET,41.73740093,-87.6241231,POINT (-87.624123099699 41.737400925142)
JF433506,10/13/2022 06:34:00 PM,8600 S STATE ST,CHATHAM,0-19,M,BLK,FIRST DEGREE MURDER,10,5,18,STREET,41.73740093,-87.6241231,POINT (-87.624123099699 41.737400925142)
JF433418,10/13/2022 05:50:00 PM,0 W 71ST ST,GREATER GRAND CROSSING,0-19,M,BLK,FIRST DEGREE MURDER,10,5,17,APARTMENT,41.76573835,-87.62727535,POINT (-87.62727534612 41.765738345858)
JF433237,10/13/2022 03:27:00 PM,200 N KEDZIE AVE,EAST GARFIELD PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,10,5,15,STREET,41.88572165,-87.70684535,POINT (-87.70684534612 41.885721654142)
JF433237,10/13/2022 03:27:00 PM,200 N KEDZIE AVE,EAST GARFIELD PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,10,5,15,STREET,41.88572165,-87.70684535,POINT (-87.70684534612 41.885721654142)
JF433144,10/13/2022 01:00:00 PM,1200 S UNION AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,10,5,13,STREET,41.8654669,-87.64495094,POINT (-87.644950941301 41.865466904142)
JF432796,10/13/2022 09:11:00 AM,3800 W ROOSEVELT RD,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,10,5,9,STREET,41.8658269,-87.72281906,POINT (-87.722819058699 41.865826904142)
JF432554,10/13/2022 02:32:00 AM,2000 E 72ND PL,SOUTH SHORE,20-29,M,BLK,FIRST DEGREE MURDER,10,5,2,APARTMENT,41.7630569,-87.57448094,POINT (-87.574480941301 41.763056904142)
JF432478,10/12/2022 23:25,4600 N CENTRAL PARK AVE,ALBANY PARK,30-39,M,WWH,AGGRAVATED - HANDGUN,10,4,23,SIDEWALK,41.96567835,-87.71874535,POINT (-87.71874534612 41.965678345858)
JF432447,10/12/2022 22:24,1500 E 65TH PL,WOODLAWN,20-29,M,WHI,AGGRAVATED - HANDGUN,10,4,22,STREET,41.77600165,-87.58718535,POINT (-87.58718534612 41.776001654142)
JF431987,10/12/2022 16:09,7400 S PERRY AVE,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,10,4,16,STREET,41.75948165,-87.62861535,POINT (-87.62861534612 41.759481654142)
JF431868,10/12/2022 14:33,700 E 131ST ST,RIVERDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,10,4,14,STREET,41.65759835,-87.60499535,POINT (-87.60499534612 41.657598345858)
JF431849,10/12/2022 13:56,5100 N LECLAIRE AVE,FOREST GLEN,20-29,M,BLK,AGGRAVATED - HANDGUN,10,4,13,STREET,41.97471181,-87.75542703,POINT (-87.755427032699 41.974711808858)
JF430946,10/11/2022 19:31,1500 W 71ST ST,WEST ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,10,3,19,STREET,41.7645469,-87.66238906,POINT (-87.662389058699 41.764546904142)
JF430912,10/11/2022 19:30,7900 S LAFAYETTE AVE,CHATHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,19,GAS STATION,41.75104835,-87.62553465,POINT (-87.62553465388 41.751048345858)
JF430912,10/11/2022 19:30,7900 S LAFAYETTE AVE,CHATHAM,40-49,M,BLK,AGGRAVATED - HANDGUN,10,3,19,GAS STATION,41.75104835,-87.62553465,POINT (-87.62553465388 41.751048345858)
JF430688,10/11/2022 17:39,100 E 133RD ST,RIVERDALE,40-49,M,BLK,FIRST DEGREE MURDER,10,3,17,AUTO,41.65367835,-87.61783535,POINT (-87.61783534612 41.653678345858)
JF430384,10/11/2022 13:23,7800 S LUELLA AVE,SOUTH SHORE,30-39,M,BLK,FIRST DEGREE MURDER,10,3,13,STREET,41.7521569,-87.56978094,POINT (-87.569780941301 41.752156904142)
JF430008,10/11/2022 08:38,1900 E 79TH ST,SOUTH CHICAGO,0-19,M,BLK,FIRST DEGREE MURDER,10,3,8,STREET,41.75168835,-87.57661535,POINT (-87.57661534612 41.751688345858)
JF429711,10/10/2022 22:55,1600 W CULLERTON ST,LOWER WEST SIDE,20-29,M,WWH,AGGRAVATED - HANDGUN,10,2,22,STREET,41.8554131,-87.66805094,POINT (-87.668050941301 41.855413095858)
JF429654,10/10/2022 21:14,4000 W 26TH ST,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,10,2,21,SIDEWALK,41.8438469,-87.72599094,POINT (-87.725990941301 41.843846904142)
JF429609,10/10/2022 20:20,10200 S MORGAN ST,WASHINGTON HEIGHTS,20-29,M,BLK,AGGRAVATED - HANDGUN,10,2,20,SIDEWALK,41.7090031,-87.64785906,POINT (-87.647859058699 41.709003095858)
JF429564,10/10/2022 19:20,1100 S MAYFIELD AVE,AUSTIN,40-49,M,WWH,AGGRAVATED - HANDGUN,10,2,19,SIDEWALK,41.8653869,-87.77156094,POINT (-87.771560941301 41.865386904142)
JF429688,10/10/2022 16:06,800 E 89TH PL,CHATHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,10,2,16,VEHICLE NON-COMMERCIAL,41.73238835,-87.60476535,POINT (-87.60476534612 41.732388345858)
JF429207,10/10/2022 14:56,1900 E 79TH ST,SOUTH CHICAGO,20-29,M,BLK,AGGRAVATED - HANDGUN,10,2,14,SIDEWALK,41.75129165,-87.57757535,POINT (-87.57757534612 41.751291654142)
JF429179,10/10/2022 14:29,10200 S PRINCETON AVE,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,10,2,14,ALLEY,41.7080331,-87.63084906,POINT (-87.630849058699 41.708033095858)
JF428613,10/10/2022 04:48,4300 S WOOD ST,NEW CITY,30-39,M,API,AGGRAVATED - HANDGUN,10,2,4,STREET,41.81471165,-87.66970465,POINT (-87.66970465388 41.814711654142)
JF428560,10/10/2022 02:31,2800 S HOMAN AVE,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,10,2,2,STREET,41.84119967,-87.70951855,POINT (-87.709518547471 41.841199668947)
JF428560,10/10/2022 02:31,2800 S HOMAN AVE,SOUTH LAWNDALE,20-29,F,WWH,AGGRAVATED - HANDGUN,10,2,2,STREET,41.84119967,-87.70951855,POINT (-87.709518547471 41.841199668947)
JF428560,10/10/2022 02:31,2800 S HOMAN AVE,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,10,2,2,STREET,41.84119967,-87.70951855,POINT (-87.709518547471 41.841199668947)
JF428594,10/10/2022 02:27,7800 S STATE ST,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,10,2,2,STREET,41.7505569,-87.62413094,POINT (-87.624130941301 41.750556904142)
JF428563,10/10/2022 02:24,200 W 87TH ST,CHATHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,10,2,2,STREET,41.73600165,-87.62904465,POINT (-87.62904465388 41.736001654142)
JF428558,10/10/2022 02:18,1900 W OGDEN AVE,NEAR WEST SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,10,2,2,HOSPITAL BUILDING / GROUNDS,41.87338835,-87.67613535,POINT (-87.67613534612 41.873388345858)
JF428507,10/10/2022 00:26,6000 N LEADER AVE,FOREST GLEN,30-39,M,WHI,AGGRAVATED - HANDGUN,10,2,0,PARK PROPERTY,41.99089267,-87.75454835,POINT (-87.75454835312 41.990892669142)
JF428446,10/09/2022 23:00,1400 W LELAND AVE,UPTOWN,20-29,M,BLK,AGGRAVATED - HANDGUN,10,1,23,STREET,41.9665069,-87.66575906,POINT (-87.665759058699 41.966506904142)
JF428394,10/09/2022 21:03,1500 E 65TH ST,WOODLAWN,30-39,M,BLK,AGGRAVATED - HANDGUN,10,1,21,RESIDENCE - PORCH / HALLWAY,41.7765869,-87.58651094,POINT (-87.586510941301 41.776586904142)
JF428394,10/09/2022 21:03,1500 E 65TH ST,WOODLAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,10,1,21,RESIDENCE - PORCH / HALLWAY,41.7765869,-87.58651094,POINT (-87.586510941301 41.776586904142)
JF427782,10/09/2022 10:07,4200 W KAMERLING AVE,HUMBOLDT PARK,40-49,M,WWH,AGGRAVATED - HANDGUN,10,1,10,APARTMENT,41.90557835,-87.73246465,POINT (-87.73246465388 41.905578345858)
JF427470,10/09/2022 01:35,400 S WELLS ST,LOOP,30-39,M,BLK,FIRST DEGREE MURDER,10,1,1,STREET,41.87713967,-87.63368855,POINT (-87.633688547471 41.877139668947)
JF427497,10/09/2022 01:33,4300 N GREENVIEW AVE,LAKE VIEW,0-19,M,BLK,AGGRAVATED - HANDGUN,10,1,1,SIDEWALK,41.96127165,-87.66802535,POINT (-87.66802534612 41.961271654142)
JF427488,10/09/2022 00:38,4700 S WELLS ST,FULLER PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,1,0,STREET,41.80924835,-87.63318535,POINT (-87.63318534612 41.809248345858)
JF427397,10/08/2022 22:30,4000 W CHICAGO AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,22,RESIDENCE - PORCH / HALLWAY,41.89529165,-87.72664535,POINT (-87.72664534612 41.895291654142)
JF427148,10/08/2022 18:10,5300 S COTTAGE GROVE AVE,HYDE PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,18,PARKING LOT / GARAGE (NON RESIDENTIAL),41.79740835,-87.60657535,POINT (-87.60657534612 41.797408345858)
JF426989,10/08/2022 15:42,8400 S KINGSTON AVE,SOUTH CHICAGO,50-59,M,BLK,AGGRAVATED - OTHER FIREARM,10,7,15,SIDEWALK,41.7416531,-87.56283906,POINT (-87.562839058699 41.741653095858)
JF426962,10/08/2022 15:20,7600 S GREEN ST,AUBURN GRESHAM,0-19,M,BLK,AGGRAVATED - HANDGUN,10,7,15,SIDEWALK,41.75573835,-87.64479465,POINT (-87.64479465388 41.755738345858)
JF426763,10/08/2022 12:26,9500 S CONSTANCE AVE,SOUTH DEERING,0-19,M,BLK,AGGRAVATED - HANDGUN,10,7,12,ALLEY,41.72175165,-87.57840465,POINT (-87.57840465388 41.721751654142)
JF426671,10/08/2022 10:50,900 N KEELER AVE,HUMBOLDT PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,10,7,10,SIDEWALK,41.8988831,-87.73098094,POINT (-87.730980941301 41.898883095858)
JF426483,10/08/2022 07:49,300 S SPRINGFIELD AVE,WEST GARFIELD PARK,20-29,M,BLK,FIRST DEGREE MURDER,10,7,7,STREET,41.87563165,-87.72248465,POINT (-87.72248465388 41.875631654142)
JF426400,10/08/2022 04:18,7100 S BENNETT AVE,SOUTH SHORE,20-29,F,BLK,AGGRAVATED - HANDGUN,10,7,4,STREET,41.76552967,-87.57934855,POINT (-87.579348547471 41.765529668947)
JF426368,10/08/2022 03:08,300 S CICERO AVE,AUSTIN,20-29,M,BLK,ARMED - HANDGUN,10,7,3,GAS STATION,41.87690835,-87.74572535,POINT (-87.74572534612 41.876908345858)
JF426251,10/07/2022 23:41,5700 S MICHIGAN AVE,WASHINGTON PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,6,23,STREET,41.7903731,-87.62222094,POINT (-87.622220941301 41.790373095858)
JF425482,10/07/2022 10:22,8500 S CARPENTER ST,AUBURN GRESHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,10,6,10,STREET,41.73877835,-87.64948465,POINT (-87.64948465388 41.738778345858)
JF425053,10/07/2022 05:33,2500 W 80TH PL,ASHBURN,30-39,M,BLK,AGGRAVATED - HANDGUN,10,6,5,SIDEWALK,41.74700165,-87.68690465,POINT (-87.68690465388 41.747001654142)
JF424989,10/07/2022 01:18,6000 S SANGAMON ST,ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,10,6,1,SIDEWALK,41.7843531,-87.64894906,POINT (-87.648949058699 41.784353095858)
JF424878,10/06/2022 22:05,10300 S GREEN ST,WASHINGTON HEIGHTS,60-69,M,BLK,FIRST DEGREE MURDER,10,5,22,ALLEY,41.70549835,-87.64458535,POINT (-87.64458534612 41.705498345858)
JF424837,10/06/2022 20:15,4700 S ASHLAND AVE,NEW CITY,0-19,M,WWH,FIRST DEGREE MURDER,10,5,20,STREET,41.80738165,-87.66523535,POINT (-87.66523534612 41.807381654142)
JF424591,10/06/2022 17:11,13100 S RHODES AVE,RIVERDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,10,5,17,RESIDENCE - GARAGE,41.6572231,-87.60919094,POINT (-87.609190941301 41.657223095858)
JF423887,10/06/2022 08:38,1600 S CENTRAL PARK AVE,NORTH LAWNDALE,40-49,M,WWH,AGGRAVATED - HANDGUN,10,5,8,RESIDENCE,41.85743165,-87.71575535,POINT (-87.71575534612 41.857431654142)
JF423785,10/06/2022 06:30,3900 W MONROE ST,WEST GARFIELD PARK,30-39,F,BLK,AGGRAVATED - HANDGUN,10,5,6,SIDEWALK,41.8790505,-87.72512,POINT (-87.72512 41.8790505)
JF423710,10/06/2022 03:51,1300 W 73RD ST,WEST ENGLEWOOD,30-39,M,BLK,FIRST DEGREE MURDER,10,5,3,PORCH,41.76204967,-87.65763855,POINT (-87.657638547471 41.762049668947)
JF423645,10/06/2022 01:00,5000 S JUSTINE ST,NEW CITY,30-39,M,WWH,AGGRAVATED - HANDGUN,10,5,1,SIDEWALK,41.8013605,-87.66372,POINT (-87.66372 41.8013605)
JF422417,10/05/2022 06:12,7800 S ABERDEEN ST,AUBURN GRESHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,10,4,6,SIDEWALK,41.75123165,-87.65162535,POINT (-87.65162534612 41.751231654142)
JF422293,10/04/2022 23:00,300 S KEELER AVE,WEST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,10,3,23,STREET,41.87674165,-87.73015465,POINT (-87.73015465388 41.876741654142)
JF422174,10/04/2022 20:40,1200 N CENTRAL AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,10,3,20,GAS STATION,41.9017469,-87.76524094,POINT (-87.765240941301 41.901746904142)
JF422171,10/04/2022 20:18,6700 S JEFFERY BLVD,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,20,STREET,41.7737731,-87.57607094,POINT (-87.576070941301 41.773773095858)
JF422075,10/04/2022 18:48,12500 S PARNELL AVE,WEST PULLMAN,0-19,M,BLK,FIRST DEGREE MURDER,10,3,18,PARK PROPERTY,41.66461272,-87.63563298,POINT (-87.635632983 41.664612722)
JF422074,10/04/2022 17:59,6400 S ABERDEEN ST,ENGLEWOOD,50-59,M,BLK,AGGRAVATED - HANDGUN,10,3,17,STREET,41.7760969,-87.65187094,POINT (-87.651870941301 41.776096904142)
JF422032,10/04/2022 17:39,1500 W GARFIELD BLVD,NEW CITY,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,17,STREET,41.79436835,-87.66184465,POINT (-87.66184465388 41.794368345858)
JF421897,10/04/2022 16:16,2200 S BLUE ISLAND AVE,LOWER WEST SIDE,20-29,M,WHI,AGGRAVATED - HANDGUN,10,3,16,STREET,41.85053165,-87.67084535,POINT (-87.67084534612 41.850531654142)
JF421897,10/04/2022 16:16,2200 S BLUE ISLAND AVE,LOWER WEST SIDE,0-19,M,WWH,AGGRAVATED - HANDGUN,10,3,16,STREET,41.85053165,-87.67084535,POINT (-87.67084534612 41.850531654142)
JF421686,10/04/2022 13:46,7100 S EUCLID AVE,SOUTH SHORE,20-29,F,BLK,ARMED - HANDGUN,10,3,13,SIDEWALK,41.76511479,-87.57845972,POINT (-87.578459716699 41.765114785142)
JF421643,10/04/2022 13:18,1100 W 77TH ST,AUBURN GRESHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,13,SIDEWALK,41.75402464,-87.65243919,POINT (-87.65243918488 41.754024641142)
JF421643,10/04/2022 13:18,1100 W 77TH ST,AUBURN GRESHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,13,SIDEWALK,41.75402464,-87.65243919,POINT (-87.65243918488 41.754024641142)
JF421643,10/04/2022 13:18,1100 W 77TH ST,AUBURN GRESHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,13,SIDEWALK,41.75402464,-87.65243919,POINT (-87.65243918488 41.754024641142)
JF421460,10/04/2022 10:33,6600 S BISHOP ST,WEST ENGLEWOOD,30-39,M,BLK,AGGRAVATED - HANDGUN,10,3,10,STREET,41.77445967,-87.66041855,POINT (-87.660418547471 41.774459668947)
JF421029,10/03/2022 23:24,4300 S WOOD ST,NEW CITY,50-59,M,WHI,AGGRAVATED - HANDGUN,10,2,23,STREET,41.8154431,-87.67011906,POINT (-87.670119058699 41.815443095858)
JF420685,10/03/2022 16:57,500 N KEDZIE AVE,HUMBOLDT PARK,20-29,F,BLK,AGGRAVATED - HANDGUN,10,2,16,SIDEWALK,41.8898605,-87.70626,POINT (-87.70626 41.8898605)
JF419712,10/03/2022 01:00,200 N WESTERN AVE,NEAR WEST SIDE,40-49,M,BLK,ATTEMPT ARMED - HANDGUN,10,2,1,GAS STATION,41.88557835,-87.68596465,POINT (-87.68596465388 41.885578345858)
JF419642,10/02/2022 23:10,300 S HAMLIN BLVD,WEST GARFIELD PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,10,1,23,STREET,41.87598835,-87.72036465,POINT (-87.72036465388 41.875988345858)
JF419418,10/02/2022 18:24,1500 N LEAMINGTON AVE,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,10,1,18,STREET,41.90916835,-87.75528535,POINT (-87.75528534612 41.909168345858)
JF419343,10/02/2022 17:11,3300 W OHIO ST,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,1,17,STREET,41.89178165,-87.70955465,POINT (-87.70955465388 41.891781654142)
JF419343,10/02/2022 17:11,3300 W OHIO ST,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,1,17,STREET,41.89178165,-87.70955465,POINT (-87.70955465388 41.891781654142)
JF419343,10/02/2022 17:11,3300 W OHIO ST,HUMBOLDT PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,10,1,17,STREET,41.89178165,-87.70955465,POINT (-87.70955465388 41.891781654142)
JF418974,10/02/2022 12:02,9000 S JUSTINE ST,WASHINGTON HEIGHTS,0-19,M,BLK,AGGRAVATED - HANDGUN,10,1,12,RESIDENCE - YARD (FRONT / BACK),41.7293269,-87.66126094,POINT (-87.661260941301 41.729326904142)
JF418920,10/02/2022 11:21,0 E 108TH ST,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,10,1,11,STREET,41.698697,-87.62272709,POINT (-87.622727085471 41.698696996947)
JF418690,10/02/2022 05:25,300 W DIVISION ST,NEAR NORTH SIDE,30-39,M,BLK,FIRST DEGREE MURDER,10,1,5,STREET,41.90424678,-87.63807899,POINT (-87.638078989471 41.904246776947)
JF418660,10/02/2022 03:56,7500 S PULASKI RD,WEST LAWN,20-29,M,WWH,AGGRAVATED - HANDGUN,10,1,3,STREET,41.75742967,-87.72217855,POINT (-87.722178547471 41.757429668947)
JF418648,10/02/2022 03:14,500 S KOSTNER AVE,WEST GARFIELD PARK,20-29,F,BLK,AGGRAVATED - HANDGUN,10,1,3,STREET,41.87438835,-87.73582535,POINT (-87.73582534612 41.874388345858)
JF418459,10/01/2022 22:41,7100 S CHAMPLAIN AVE,GREATER GRAND CROSSING,20-29,F,BLK,AGGRAVATED - HANDGUN,10,7,22,ALLEY,41.7657731,-87.60932906,POINT (-87.609329058699 41.765773095858)
JF418433,10/01/2022 22:00,1000 N PINE AVE,AUSTIN,20-29,M,WWH,AGGRAVATED - HANDGUN,10,7,22,STREET,41.89847165,-87.76341465,POINT (-87.76341465388 41.898471654142)
JF418383,10/01/2022 21:05,300 W 110TH PL,ROSELAND,20-29,M,BLK,FIRST DEGREE MURDER,10,7,21,YARD,41.69332165,-87.63064465,POINT (-87.63064465388 41.693321654142)
JF418512,10/01/2022 19:50,6900 S INDIANA AVE,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,19,STREET,41.76912835,-87.61962465,POINT (-87.61962465388 41.769128345858)
JF418248,10/01/2022 18:38,7200 S DOBSON AVE,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,10,7,18,SIDEWALK,41.76351835,-87.59999535,POINT (-87.59999534612 41.763518345858)
JF418248,10/01/2022 18:38,7200 S DOBSON AVE,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,10,7,18,SIDEWALK,41.76351835,-87.59999535,POINT (-87.59999534612 41.763518345858)
JF418070,10/01/2022 16:05,8200 S HOUSTON AVE,SOUTH CHICAGO,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,16,STREET,41.74658967,-87.55036855,POINT (-87.550368547471 41.746589668947)
JF418070,10/01/2022 16:05,8200 S HOUSTON AVE,SOUTH CHICAGO,20-29,F,BLK,AGGRAVATED - HANDGUN,10,7,16,STREET,41.74658967,-87.55036855,POINT (-87.550368547471 41.746589668947)
JF417941,10/01/2022 14:34,5500 S MICHIGAN AVE,WASHINGTON PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,10,7,14,SIDEWALK,41.7937831,-87.62201094,POINT (-87.622010941301 41.793783095858)
