Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
19CP075406,P005378971|P005379388|P005379389|P005379390,11/10/2019,POLICE,04/03/2020 11:00:00 AM,7440 S PAXTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75953091803318,-87.57138642956797,POINT (-87.57138642956797 41.75953091803318)
19CP076204,P005865741|P005865742|P005865743|P005865744|P005865745|P005865746,11/13/2019,POLICE,01/03/2020 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
19CP076194,P005865717|P005865718|P005865719|P005865720|P005865721|P005865722,11/13/2019,POLICE,01/03/2020 09:00:00 AM,8015 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74778139133544,-87.68386466593847,POINT (-87.68386466593847 41.74778139133544)
19CP076183,P005865747|P005865748|P005865749|P005865750|P005865751|P005865752,11/13/2019,POLICE,02/07/2020 09:00:00 AM,3728 W 86TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.736901804978146,-87.71538227237558,POINT (-87.71538227237558 41.736901804978146)
19CP076187,P005865804|P005865805|P005865806|P005865807|P005865808|P005865809,11/13/2019,POLICE,04/03/2020 09:00:00 AM,7203 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762668984985794,-87.68671293981592,POINT (-87.68671293981592 41.762668984985794)
19CP076192,P005865729|P005865730|P005865731|P005865732|P005865733|P005865734,11/19/2019,POLICE,01/03/2020 09:00:00 AM,7321 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76024727932711,-87.6915424187071,POINT (-87.6915424187071 41.76024727932711)
19CP076196,P005865846|P005865847|P005865848|P005865849|P005865850|P005865851,11/19/2019,POLICE,01/03/2020 09:00:00 AM,3226 W 83RD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.742589119625315,-87.70327352912196,POINT (-87.70327352912196 41.742589119625315)
19CP076182,P005865828|P005865829|P005865830|P005865831|P005865832|P005865833,11/19/2019,POLICE,01/03/2020 09:00:00 AM,2512 W 69TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76839719308312,-87.68640307695885,POINT (-87.68640307695885 41.76839719308312)
20CP003216,P005865858|P005865859|P005865860|P005865861|P005865862|P005865863,12/07/2019,POLICE,02/07/2020 09:00:00 AM,7321 S FAIFFIEL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP003215,P005865891|P005865892|P005865893|P005865894|P005865895|P005865896,12/07/2019,POLICE,02/07/2020 09:00:00 AM,8015 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74778139133544,-87.68386466593847,POINT (-87.68386466593847 41.74778139133544)
20CP003210,P005865864|P005865865|P005865866|P005865867|P005865868|P005865869,12/07/2019,POLICE,03/06/2020 09:00:00 AM,7203 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762668984985794,-87.68671293981592,POINT (-87.68671293981592 41.762668984985794)
20CP003206,P005865876|P005865877|P005865878|P005865879|P005865880|P005865881,12/07/2019,POLICE,02/07/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP003216,P005865858|P005865859|P005865860|P005865861|P005865862|P005865863,12/07/2019,POLICE,02/07/2020 09:00:00 AM,7321 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76024727932711,-87.6915424187071,POINT (-87.6915424187071 41.76024727932711)
20CP003219,P005865783|P005865784|P005865785|P005865951|P005865952|P005865953,12/08/2019,POLICE,02/07/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP003219,P005865783|P005865784|P005865785|P005865951|P005865952|P005865953,12/08/2019,POLICE,02/07/2020 09:00:00 AM,5433 S SAWYERS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP003222,P005865777|P005865778|P005865779|P005865780|P005865781|P005865782,12/08/2019,POLICE,02/07/2020 09:00:00 AM,3226 W 83RD PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.741675138915994,-87.70327970224476,POINT (-87.70327970224476 41.741675138915994)
20CP001727,P005815860|P005815861|P005815862|P005815863,12/30/2019,POLICE,02/07/2020 01:00:00 PM,6 E 113TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NATIONAL ASSOCIATION, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.6890707103751,-87.6227457803937,POINT (-87.6227457803937 41.6890707103751)
20CP001708,P005861488|P005861489|P005861490,12/31/2019,POLICE,03/06/2020 11:00:00 AM,2052 W 108TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP009288,P005866506|P005866507|P005866508|P005866509|P005866510|P005866511,01/07/2020,POLICE,03/06/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP003322,P005841565|P005841566|P005841567|P005841569,01/09/2020,POLICE,03/06/2020 09:00:00 AM,5158 S ALBANY AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79912479091025,-87.70142227564104,POINT (-87.70142227564104 41.79912479091025)
20CP003325,P005841583|P005841585|P005841587,01/09/2020,POLICE,03/06/2020 09:00:00 AM,3603 S CALIFORNIA AV ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82815840369853,-87.69461435176726,POINT (-87.69461435176726 41.82815840369853)
20CP009290,P005926641|P005926642|P005926643|P005926644|P005926645|P005926646,01/13/2020,POLICE,03/06/2020 09:00:00 AM,7203 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762668984985794,-87.68671293981592,POINT (-87.68671293981592 41.762668984985794)
20CP009283,P005866542|P005866543|P005866544|P005866545|P005866546|P005866547,01/13/2020,POLICE,09/04/2020 09:00:00 AM,8015 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74778139133544,-87.68386466593847,POINT (-87.68386466593847 41.74778139133544)
20CP009284,P005866530|P005866531|P005866532|P005866533|P005866534|P005866535,01/13/2020,POLICE,03/06/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP00165A,P005926653,01/15/2020,POLICE,09/04/2020 09:00:00 AM,3226 W 83RD ,13-12-125  Duty to secure and maintain vacant building.,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.742589119625315,-87.70327352912196,POINT (-87.70327352912196 41.742589119625315)
20CP009330,P005815880|P005815926|P005815927|P005815928,01/16/2020,POLICE,03/06/2020 01:00:00 PM,137 E 120TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP009314,P005817891|P005817892|P005817893|P005817894,01/16/2020,POLICE,03/06/2020 01:00:00 PM,11906 S MICHIGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67780607946589,-87.62064966777959,POINT (-87.62064966777959 41.67780607946589)
20CP013678,P005926671|P005926672|P005926673|P005926674|P005926675|P005926676,02/05/2020,POLICE,09/04/2020 09:00:00 AM,6230 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORT CORP, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7801062114115,-87.6862588167713,POINT (-87.6862588167713 41.7801062114115)
20CP009957,P005841697|P005841698|P005841699|P005841700|P005841701|P005841702,02/06/2020,POLICE,09/04/2020 09:00:00 AM,4631 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MARQUETTE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80946529498892,-87.6672807874458,POINT (-87.6672807874458 41.80946529498892)
20CP013677,P005927002|P005927003|P005927004|P005927005|P005927006|P005927007,02/17/2020,POLICE,09/04/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP013684,P005926989|P005926990|P005926991|P005926992|P005926993|P005926994,02/17/2020,POLICE,09/04/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP013682,P005926708|P005926709|P005926710|P005926711|P005926712|P005926713,02/17/2020,POLICE,06/05/2020 09:00:00 AM,7203 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762668984985794,-87.68671293981592,POINT (-87.68671293981592 41.762668984985794)
20CP013693,P005816024|P005816025|P005816026|P005816027,02/20/2020,POLICE,09/04/2020 01:00:00 PM,137 E 120TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP017680,P005883046|P005883047|P005883048,02/25/2020,POLICE,01/08/2021 11:00:00 AM,8718 S THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,3040.00,-3040.00,41.735295295917005,-87.65590028340496,POINT (-87.65590028340496 41.735295295917005)
20CP017525,P005927049|P005927050|P005927051|P005927052|P005927053|P005927054,03/01/2020,POLICE,08/07/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP017517,P005927014|P005927015|P005927028|P005927029|P005927030,03/01/2020,POLICE,08/07/2020 09:00:00 AM,3226 W 83RD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.742589119625315,-87.70327352912196,POINT (-87.70327352912196 41.742589119625315)
20CP017518,P005927031|P005927032|P005927033|P005927034|P005927035|P005927036,03/01/2020,POLICE,08/07/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP016484,P005841831|P005841832|P005841833|P005841834|P005841835|P005841836,03/04/2020,POLICE,08/07/2020 09:00:00 AM,4736 W THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIBANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP016484,P005841831|P005841832|P005841833|P005841834|P005841835|P005841836,03/04/2020,POLICE,08/07/2020 09:00:00 AM,4736 S THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIBANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.807588740763386,-87.65779219613589,POINT (-87.65779219613589 41.807588740763386)
20CP017521,P005926732|P005926733|P005926734|P005926735|P005926736|P005926737,03/06/2020,POLICE,08/07/2020 09:00:00 AM,8015 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74778139133544,-87.68386466593847,POINT (-87.68386466593847 41.74778139133544)
20CP017174,P005815405|P005815406,03/13/2020,POLICE,09/04/2020 01:30:00 PM,8044 S MARYLAND ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74812795804994,-87.60402515653679,POINT (-87.60402515653679 41.74812795804994)
20CP018540,P005887153|P005887154|P005887155|P005887156|P005887157|P005887158,03/31/2020,POLICE,09/04/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP018221,P005887251|P005887252|P005887253|P005887254|P005887255|P005887256,03/31/2020,POLICE,09/04/2020 09:00:00 AM,3226 W 83RD PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.741675138915994,-87.70327970224476,POINT (-87.70327970224476 41.741675138915994)
20CP018534,P005887239|P005887240|P005887241|P005887242|P005887243|P005887244,03/31/2020,POLICE,09/04/2020 09:00:00 AM,8015 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74778139133544,-87.68386466593847,POINT (-87.68386466593847 41.74778139133544)
20CP018545,P005927067|P005927068|P005927069|P005927070|P005927071|P005927072,03/31/2020,POLICE,09/04/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP017682,P005842208|P005842209|P005842210|P005842211|P005842212|P005842213,04/07/2020,POLICE,09/04/2020 09:00:00 AM,5158 S ALBANY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up,6000.00,0.00,108.95,1703.28,88.00,7940.23,6054.89,0.00,41.79912479091025,-87.70142227564104,POINT (-87.70142227564104 41.79912479091025)
20CP018158,P005950392|P005950393|P005950394|P005950395|P005950396|P005950397,04/16/2020,POLICE,09/04/2020 09:00:00 AM,5744 S SANGAMON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",Default - Liable by prove-up,6000.00,0.00,2257.79,1703.28,0.00,10001.07,0.00,10001.07,41.789278213232336,-87.6488212668545,POINT (-87.6488212668545 41.789278213232336)
20CP018216,P005470933|P005470934,04/30/2020,POLICE,09/04/2020 01:00:00 PM,215 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88379686662343,-87.72684360839465,POINT (-87.72684360839465 41.88379686662343)
20CP020077,P005887293|P005887294|P005887295|P005887296|P005887297|P005887298,05/06/2020,POLICE,08/07/2020 09:00:00 AM,8015 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74778139133544,-87.68386466593847,POINT (-87.68386466593847 41.74778139133544)
20CP020067,P005887287|P005887288|P005887289|P005887290|P005887291|P005887292,05/06/2020,POLICE,08/07/2020 09:00:00 AM,3226 W 83RD PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.741675138915994,-87.70327970224476,POINT (-87.70327970224476 41.741675138915994)
20CP020069,P005887560|P005887561|P005887562|P005887563|P005887564|P005887565,05/17/2020,POLICE,08/07/2020 09:00:00 AM,6230 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORT CORP, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7801062114115,-87.6862588167713,POINT (-87.6862588167713 41.7801062114115)
20CP020066,P005887554|P005887555|P005887556|P005887557|P005887558|P005887559,05/17/2020,POLICE,08/07/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP019897,P005842351|P005842352|P005842353|P005842354|P005842355|P005842356,05/26/2020,POLICE,08/07/2020 09:00:00 AM,3632 S LEAVITT ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82770730871081,-87.68023415458559,POINT (-87.68023415458559 41.82770730871081)
20CP020321,P005950518|P005950519|P005950520|P005950521|P005950522|P005950523,05/26/2020,POLICE,08/07/2020 09:00:00 AM,5549 S SHIELDS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79274407469707,-87.63396944575877,POINT (-87.63396944575877 41.79274407469707)
